Order ID,Order Date,City,Customer Type,Meal Type,Cuisine,Restaurant,Items Ordered,Order Amount,Delivery Fee,Total Amount,Delivery Time (min),Payment Method,Customer Rating
FD-00395,2025-05-03 18:19:00,Makkah,Normal,Dinner,Healthy,Family Grill,3,71.78,12.99,85.64,47,Credit Card,8.7
FD-00396,2025-08-02 21:32:00,Khobar,Member,Dinner,Saudi,Pasta House,6,105.03,4.15,108.33,39,Credit Card,7.8
FD-00397,2025-03-12 22:36:00,Riyadh,Normal,Dinner,American,Pasta House,7,277.76,12.12,283.76,57,E-Wallet,6.6
FD-00398,2025-02-24 19:59:00,Makkah,Normal,Dinner,American,Daily Dish,7,290.94,12.51,301.35,30,Credit Card,10.0
FD-00399,2025-03-05 18:02:00,Riyadh,Normal,Dinner,Italian,Rice & Spice,4,164.33,14.5,177.99,39,E-Wallet,7.7
FD-00400,2025-02-19 12:19:00,Makkah,Normal,Lunch,Saudi,Najd Kitchen,5,174.88,5.97,177.65,31,E-Wallet,8.6
FD-00401,2025-12-05 07:53:00,Riyadh,Member,Breakfast,Asian,Green Bowl,4,157.15,14.26,168.29,31,E-Wallet,9.1
FD-00402,2025-02-04 21:25:00,Jeddah,Normal,Dinner,Asian,Urban Bites,4,158.54,8.66,167.92,26,Cash,8.3
FD-00403,2025-04-12 12:21:00,Makkah,Member,Lunch,American,Najd Kitchen,6,314.75,7.77,320.98,32,Credit Card,8.5
FD-00404,2025-08-01 13:29:00,Khobar,Normal,Lunch,Saudi,Najd Kitchen,1,41.08,8.46,48.23,31,E-Wallet,8.5
FD-00405,2025-06-27 18:44:00,Riyadh,Normal,Dinner,Healthy,Taste of Jeddah,6,196.31,11.63,201.96,20,E-Wallet,8.6
FD-00406,2025-11-17 22:15:00,Jeddah,Member,Dinner,Italian,Urban Bites,1,51.87,6.94,57.0,55,Cash,7.1
FD-00407,2025-04-06 20:41:00,Jeddah,Member,Dinner,Saudi,Daily Dish,3,139.92,6.63,142.32,37,E-Wallet,8.0
FD-00408,2025-10-04 18:18:00,Jeddah,Normal,Dinner,Asian,Pasta House,6,336.45,9.94,343.1,42,Credit Card,7.7
FD-00409,2025-04-19 09:58:00,Jeddah,Member,Breakfast,Italian,Urban Bites,2,65.41,11.45,79.57,46,Cash,8.7
FD-00410,2025-02-22 19:39:00,Riyadh,Member,Dinner,Saudi,Najd Kitchen,7,184.35,7.19,185.27,27,E-Wallet,9.9
FD-00411,2025-07-31 08:45:00,Khobar,Normal,Breakfast,Asian,Burger Hub,7,303.18,3.91,302.53,15,Credit Card,10.0
FD-00412,2025-03-30 20:03:00,Makkah,Normal,Dinner,Saudi,Urban Bites,6,120.5,5.81,120.87,40,Cash,8.3
FD-00413,2025-12-22 10:16:00,Jeddah,Normal,Breakfast,Saudi,Taste of Jeddah,8,279.82,12.67,283.56,25,E-Wallet,8.0
FD-00414,2025-12-27 20:08:00,Dammam,Normal,Dinner,Italian,Burger Hub,7,199.34,6.86,200.89,26,E-Wallet,8.4
FD-00415,2025-11-06 18:20:00,Riyadh,Normal,Dinner,Asian,Daily Dish,1,38.45,13.93,55.57,26,Cash,9.9
FD-00416,2025-02-12 17:20:00,Khobar,Member,Snack,Asian,Pasta House,2,33.96,5.83,42.46,32,Cash,8.6
FD-00417,2025-07-30 13:10:00,Dammam,Member,Lunch,Saudi,Burger Hub,4,167.66,10.79,182.45,40,E-Wallet,8.1
FD-00418,2025-04-22 09:22:00,Makkah,Normal,Breakfast,Italian,Pasta House,6,121.97,7.31,127.34,26,Cash,8.2
FD-00419,2025-10-07 17:10:00,Riyadh,Member,Snack,Asian,Family Grill,7,105.0,4.49,106.89,26,Credit Card,10.0
FD-00420,2025-12-22 19:19:00,Makkah,Member,Dinner,Saudi,Rice & Spice,6,308.68,11.79,316.43,43,Cash,7.8
FD-00421,2025-11-04 21:59:00,Dammam,Member,Dinner,Italian,Rice & Spice,5,263.09,5.86,278.45,41,Credit Card,9.3
FD-00422,2025-10-19 18:24:00,Dammam,Member,Dinner,Healthy,Rice & Spice,1,47.04,6.19,48.23,30,Credit Card,9.6
FD-00423,2025-07-20 10:00:00,Riyadh,Member,Breakfast,American,Rice & Spice,8,173.21,13.73,188.61,38,Credit Card,8.4
FD-00424,2025-09-27 12:05:00,Riyadh,Member,Lunch,Asian,Family Grill,5,250.4,11.42,256.32,43,Cash,8.3
FD-00425,2025-07-02 17:44:00,Khobar,Member,Snack,Saudi,Najd Kitchen,2,59.29,13.91,68.63,36,Credit Card,7.5
FD-00426,2025-08-29 20:38:00,Riyadh,Normal,Dinner,Asian,Daily Dish,3,62.47,12.52,77.43,53,Credit Card,8.8
FD-00427,2025-10-11 13:14:00,Jeddah,Member,Lunch,Italian,Urban Bites,5,232.73,5.79,233.28,39,E-Wallet,8.7
FD-00428,2025-09-07 15:53:00,Makkah,Member,Lunch,American,Burger Hub,6,158.68,11.01,160.53,19,E-Wallet,8.9
FD-00429,2025-02-19 14:47:00,Makkah,Member,Lunch,Asian,Green Bowl,3,82.45,13.2,87.29,38,Cash,7.4
FD-00430,2025-07-20 07:32:00,Dammam,Normal,Breakfast,American,Burger Hub,2,57.89,6.73,60.76,27,Cash,9.1
FD-00431,2025-01-29 13:00:00,Dammam,Member,Lunch,Saudi,Urban Bites,4,113.31,12.79,121.6,32,Cash,8.4
FD-00432,2025-02-15 17:36:00,Khobar,Member,Snack,Saudi,Family Grill,7,234.27,10.81,242.14,33,E-Wallet,8.5
FD-00433,2025-05-20 18:59:00,Makkah,Member,Dinner,Asian,Burger Hub,3,145.73,12.62,157.75,38,Credit Card,9.6
FD-00434,2025-01-14 12:29:00,Makkah,Member,Lunch,Italian,Taste of Jeddah,1,41.12,11.19,58.13,33,E-Wallet,7.8
FD-00435,2025-05-18 15:54:00,Jeddah,Member,Lunch,Saudi,Urban Bites,6,160.13,8.5,158.78,34,E-Wallet,8.1
FD-00436,2025-09-24 17:57:00,Jeddah,Normal,Snack,American,Burger Hub,7,190.27,14.6,214.05,24,Credit Card,9.3
FD-00437,2025-03-03 17:34:00,Jeddah,Normal,Snack,Healthy,Wok Express,3,53.05,12.21,56.74,30,Cash,8.5
FD-00438,2025-04-28 19:20:00,Riyadh,Member,Dinner,Saudi,Green Bowl,5,128.56,8.47,138.03,32,E-Wallet,8.5
FD-00439,2025-11-28 07:09:00,Makkah,Normal,Breakfast,Italian,Family Grill,4,108.41,6.29,113.05,36,Credit Card,7.9
FD-00440,2025-03-21 09:25:00,Riyadh,Member,Breakfast,Italian,Najd Kitchen,3,118.79,11.42,125.81,54,Credit Card,7.5
FD-00441,2025-02-06 08:43:00,Jeddah,Member,Breakfast,Saudi,Pasta House,7,215.78,5.98,217.8,43,E-Wallet,7.8
FD-00442,2025-05-24 12:14:00,Jeddah,Member,Lunch,Asian,Wok Express,1,39.93,6.05,36.03,48,Credit Card,7.3
FD-00443,2025-07-28 13:58:00,Makkah,Member,Lunch,Italian,Urban Bites,1,22.64,9.56,26.41,26,E-Wallet,8.9
FD-00444,2025-03-28 17:51:00,Jeddah,Member,Snack,Italian,Wok Express,6,202.85,10.81,217.77,26,Credit Card,10.0
FD-00445,2025-05-29 21:29:00,Jeddah,Normal,Dinner,Healthy,Taste of Jeddah,1,30.61,4.2,25.2,41,Credit Card,7.2
FD-00446,2025-02-07 20:01:00,Khobar,Member,Dinner,Italian,Burger Hub,2,74.12,10.02,79.39,39,E-Wallet,7.5
FD-00447,2025-03-25 18:29:00,Riyadh,Normal,Dinner,American,Family Grill,5,194.41,14.78,211.42,45,E-Wallet,7.4
FD-00448,2025-10-29 14:11:00,Riyadh,Normal,Lunch,Italian,Rice & Spice,3,117.66,12.43,136.69,40,Credit Card,8.1
FD-00449,2025-11-07 12:48:00,Jeddah,Normal,Lunch,Saudi,Taste of Jeddah,4,91.3,10.66,95.29,24,Cash,9.9
FD-00450,2025-12-15 22:31:00,Khobar,Member,Dinner,Healthy,Family Grill,6,171.55,11.24,181.93,25,Credit Card,10.0
FD-00451,2025-09-14 12:03:00,Riyadh,Member,Lunch,American,Rice & Spice,8,158.29,5.86,169.72,43,Credit Card,6.8
FD-00452,2025-03-24 21:54:00,Makkah,Member,Dinner,Healthy,Burger Hub,5,116.28,10.19,124.21,52,E-Wallet,6.7
FD-00453,2025-07-09 13:20:00,Makkah,Normal,Lunch,Asian,Burger Hub,3,60.41,7.83,77.95,28,Credit Card,9.3
FD-00454,2025-01-21 16:48:00,Khobar,Member,Snack,American,Najd Kitchen,4,148.11,11.3,163.04,25,E-Wallet,9.7
FD-00455,2025-12-26 19:15:00,Makkah,Normal,Dinner,Saudi,Urban Bites,7,165.81,10.99,172.94,44,Cash,8.3
FD-00456,2025-10-22 13:41:00,Makkah,Member,Lunch,Saudi,Pasta House,5,206.27,11.99,225.0,42,E-Wallet,8.7
FD-00457,2025-09-12 19:09:00,Makkah,Member,Dinner,Healthy,Wok Express,6,236.08,15.23,249.89,30,E-Wallet,9.1
FD-00458,2025-04-15 22:49:00,Dammam,Normal,Dinner,Asian,Najd Kitchen,7,383.66,10.45,400.47,36,E-Wallet,8.9
FD-00459,2025-10-28 22:31:00,Jeddah,Normal,Dinner,Italian,Family Grill,4,208.75,11.53,218.92,32,E-Wallet,8.9
FD-00460,2025-07-18 15:50:00,Riyadh,Member,Lunch,Italian,Green Bowl,7,226.24,7.83,228.87,37,E-Wallet,9.0
FD-00461,2025-04-22 09:01:00,Riyadh,Normal,Breakfast,Italian,Najd Kitchen,1,15.84,5.74,10.93,21,Cash,9.9
FD-00462,2025-03-24 19:18:00,Dammam,Member,Dinner,Asian,Rice & Spice,5,92.15,7.01,97.83,38,Cash,9.2
FD-00463,2025-05-24 22:07:00,Riyadh,Member,Dinner,Asian,Urban Bites,5,158.67,7.98,173.76,42,Cash,8.5
FD-00464,2025-03-01 21:08:00,Makkah,Member,Dinner,Saudi,Wok Express,8,271.98,11.85,288.78,43,Cash,8.5
FD-00465,2025-10-19 19:53:00,Khobar,Normal,Dinner,Asian,Burger Hub,7,184.51,3.61,201.31,28,E-Wallet,9.5
FD-00466,2025-01-16 09:51:00,Riyadh,Member,Breakfast,Italian,Daily Dish,1,14.28,10.0,21.63,30,Cash,9.1
FD-00467,2025-10-06 09:04:00,Jeddah,Normal,Breakfast,Asian,Green Bowl,5,179.09,5.64,189.1,45,Credit Card,8.0
FD-00468,2025-08-01 12:20:00,Riyadh,Member,Lunch,American,Daily Dish,7,242.73,9.45,247.06,34,Credit Card,7.9
FD-00469,2025-07-15 07:12:00,Jeddah,Member,Breakfast,Asian,Pasta House,7,132.88,5.07,139.14,27,Credit Card,8.2
FD-00470,2025-07-16 09:31:00,Jeddah,Member,Breakfast,Italian,Green Bowl,8,140.1,7.61,151.77,35,Credit Card,9.1
FD-00471,2025-06-05 09:55:00,Makkah,Normal,Breakfast,Italian,Daily Dish,8,345.89,5.63,354.36,33,E-Wallet,9.2
FD-00472,2025-07-28 19:20:00,Riyadh,Normal,Dinner,American,Green Bowl,2,82.96,13.56,101.3,55,Credit Card,8.9
FD-00473,2025-10-23 19:57:00,Riyadh,Normal,Dinner,American,Rice & Spice,5,115.43,7.29,117.55,30,Credit Card,8.3
FD-00474,2025-11-29 19:10:00,Riyadh,Normal,Dinner,Asian,Pasta House,3,76.75,8.03,88.51,38,E-Wallet,7.9
FD-00475,2025-04-10 09:09:00,Dammam,Member,Breakfast,American,Taste of Jeddah,1,15.53,9.52,17.8,38,Cash,7.4
FD-00476,2025-10-31 15:10:00,Riyadh,Member,Lunch,American,Burger Hub,7,370.08,8.77,380.88,28,Cash,9.0
FD-00477,2025-06-08 18:50:00,Jeddah,Member,Dinner,Healthy,Daily Dish,8,325.58,5.01,325.06,40,E-Wallet,8.2
FD-00478,2025-08-02 13:53:00,Makkah,Normal,Lunch,American,Burger Hub,7,301.65,8.13,308.61,25,Credit Card,9.0
FD-00479,2025-11-03 09:20:00,Jeddah,Normal,Breakfast,Italian,Taste of Jeddah,3,137.23,4.79,147.72,35,E-Wallet,8.7
FD-00480,2025-07-03 09:44:00,Makkah,Member,Breakfast,Healthy,Family Grill,8,139.37,14.01,152.29,53,Cash,7.9
FD-00481,2025-03-25 19:11:00,Jeddah,Member,Dinner,Healthy,Wok Express,6,223.03,4.59,229.9,40,Cash,9.1
FD-00482,2025-12-16 13:34:00,Dammam,Member,Lunch,Healthy,Rice & Spice,7,306.13,4.83,315.89,34,E-Wallet,8.1
FD-00483,2025-02-17 10:05:00,Jeddah,Normal,Breakfast,Asian,Najd Kitchen,6,97.93,8.4,108.15,38,E-Wallet,9.6
FD-00484,2025-07-14 16:05:00,Riyadh,Normal,Snack,Healthy,Najd Kitchen,7,120.82,11.93,137.89,52,E-Wallet,7.5
FD-00485,2025-12-18 18:36:00,Khobar,Member,Dinner,Asian,Pasta House,2,44.56,6.45,41.67,22,E-Wallet,7.3
FD-00486,2025-08-10 10:45:00,Dammam,Normal,Breakfast,Saudi,Burger Hub,6,257.12,7.24,268.43,32,Credit Card,9.6
FD-00487,2025-06-25 12:48:00,Makkah,Member,Lunch,Saudi,Burger Hub,8,219.45,14.16,233.08,45,E-Wallet,7.1
FD-00488,2025-06-13 12:13:00,Dammam,Member,Lunch,Asian,Taste of Jeddah,7,109.43,13.76,120.27,39,Credit Card,7.8
FD-00489,2025-03-20 15:23:00,Makkah,Member,Lunch,Asian,Daily Dish,1,22.44,6.1,16.15,53,Credit Card,8.5
FD-00490,2025-04-01 21:18:00,Makkah,Member,Dinner,Asian,Urban Bites,6,124.7,11.41,134.26,37,Credit Card,8.2
FD-00491,2025-11-21 16:03:00,Jeddah,Normal,Snack,Saudi,Taste of Jeddah,2,65.14,6.91,78.07,38,Credit Card,8.8
FD-00492,2025-05-12 17:34:00,Riyadh,Normal,Snack,Italian,Taste of Jeddah,6,191.42,14.85,206.2,37,Credit Card,8.4
FD-00493,2025-05-16 18:02:00,Riyadh,Normal,Snack,Healthy,Najd Kitchen,4,46.09,4.54,49.83,29,Credit Card,9.1
FD-00494,2025-12-13 09:46:00,Riyadh,Member,Breakfast,American,Green Bowl,8,162.62,4.16,167.86,35,Credit Card,8.5
FD-00495,2025-10-12 19:45:00,Jeddah,Normal,Dinner,Asian,Rice & Spice,5,211.38,13.69,220.14,37,E-Wallet,7.7
FD-00496,2025-09-07 21:33:00,Riyadh,Normal,Dinner,Saudi,Wok Express,8,236.45,5.14,241.05,27,Cash,8.4
FD-00497,2025-02-28 21:26:00,Jeddah,Normal,Dinner,American,Green Bowl,7,136.38,11.92,149.03,37,Credit Card,8.7
FD-00498,2025-01-09 16:48:00,Riyadh,Normal,Snack,Healthy,Wok Express,4,120.03,14.29,137.74,18,Cash,9.6
FD-00499,2025-11-02 15:55:00,Riyadh,Member,Lunch,American,Family Grill,8,133.18,4.26,136.16,29,E-Wallet,8.8
FD-00500,2025-06-27 18:02:00,Riyadh,Member,Snack,American,Green Bowl,2,25.44,6.15,38.04,31,Credit Card,9.9
FD-00501,2025-08-02 22:11:00,Jeddah,Normal,Dinner,American,Daily Dish,7,271.34,11.23,283.25,24,Credit Card,10.0
FD-00502,2025-02-26 18:37:00,Jeddah,Member,Dinner,Asian,Burger Hub,3,103.18,4.21,111.43,40,E-Wallet,9.1
FD-00503,2025-02-25 19:47:00,Makkah,Member,Dinner,Italian,Najd Kitchen,7,247.28,10.61,261.22,38,Cash,9.2
FD-00504,2025-10-24 20:43:00,Dammam,Member,Dinner,Italian,Burger Hub,3,142.6,8.54,159.11,40,Credit Card,8.4
FD-00505,2025-09-12 22:18:00,Jeddah,Normal,Dinner,Italian,Burger Hub,8,251.92,6.28,257.0,20,Cash,9.5
FD-00506,2025-02-20 18:51:00,Riyadh,Member,Dinner,Italian,Burger Hub,8,269.3,6.17,277.56,42,Credit Card,8.7
FD-00507,2025-12-06 21:06:00,Riyadh,Member,Dinner,Asian,Rice & Spice,1,39.94,14.67,61.67,48,Credit Card,8.5
FD-00508,2025-11-07 16:41:00,Riyadh,Normal,Snack,Healthy,Green Bowl,8,116.27,9.44,128.43,52,E-Wallet,7.4
FD-00509,2025-11-03 16:42:00,Jeddah,Member,Snack,Italian,Urban Bites,8,273.2,4.76,278.09,38,E-Wallet,9.1
FD-00510,2025-05-11 22:16:00,Jeddah,Member,Dinner,Healthy,Urban Bites,6,258.91,11.66,268.08,21,E-Wallet,9.7
FD-00511,2025-10-17 14:40:00,Jeddah,Member,Lunch,Saudi,Green Bowl,1,48.25,12.91,55.93,34,E-Wallet,8.9
FD-00512,2025-12-03 19:10:00,Khobar,Normal,Dinner,Asian,Taste of Jeddah,2,54.34,7.39,61.49,50,E-Wallet,7.6
FD-00513,2025-06-04 18:50:00,Dammam,Normal,Dinner,Italian,Daily Dish,3,125.9,7.57,132.03,44,E-Wallet,8.8
FD-00514,2025-11-16 14:47:00,Jeddah,Member,Lunch,Saudi,Urban Bites,5,187.92,10.26,193.53,32,E-Wallet,8.7
FD-00515,2025-06-15 13:25:00,Dammam,Member,Lunch,Healthy,Taste of Jeddah,2,45.84,5.45,55.11,50,E-Wallet,7.5
FD-00516,2025-10-08 12:06:00,Makkah,Normal,Lunch,Italian,Urban Bites,7,136.27,7.2,142.75,15,Credit Card,9.1
FD-00517,2025-02-17 15:48:00,Riyadh,Normal,Lunch,Healthy,Burger Hub,3,76.0,14.62,88.43,43,E-Wallet,7.8
FD-00518,2025-12-24 20:09:00,Riyadh,Normal,Dinner,Saudi,Daily Dish,8,359.71,12.82,375.47,40,E-Wallet,7.7
FD-00519,2025-02-27 16:47:00,Khobar,Member,Snack,American,Burger Hub,3,95.2,11.05,106.1,31,E-Wallet,8.6
FD-00520,2025-08-07 21:36:00,Dammam,Member,Dinner,Healthy,Green Bowl,6,109.23,13.19,121.01,30,Cash,8.5
FD-00521,2025-07-12 14:28:00,Jeddah,Member,Lunch,Asian,Taste of Jeddah,2,34.13,7.86,43.79,45,Credit Card,7.8
FD-00522,2025-05-23 15:19:00,Makkah,Member,Lunch,Healthy,Burger Hub,1,44.45,10.23,56.0,30,Credit Card,9.3
FD-00523,2025-08-12 18:23:00,Dammam,Member,Snack,Healthy,Rice & Spice,5,94.43,7.63,104.58,21,Credit Card,9.4
FD-00524,2025-10-02 21:19:00,Riyadh,Member,Dinner,Saudi,Daily Dish,8,269.4,9.64,283.63,39,Cash,8.7
FD-00525,2025-07-24 16:03:00,Jeddah,Member,Snack,Saudi,Burger Hub,5,131.47,12.0,146.09,43,E-Wallet,7.3
FD-00526,2025-06-04 21:13:00,Makkah,Normal,Dinner,Saudi,Family Grill,2,66.0,5.6,75.31,40,E-Wallet,8.4
FD-00527,2025-03-16 12:10:00,Dammam,Member,Lunch,Italian,Najd Kitchen,5,104.54,9.36,109.39,36,E-Wallet,8.4
FD-00528,2025-07-25 10:56:00,Khobar,Member,Breakfast,American,Green Bowl,3,103.06,8.14,104.63,27,Credit Card,9.3
FD-00529,2025-01-06 22:12:00,Dammam,Member,Dinner,Italian,Pasta House,8,138.96,8.07,147.95,29,Credit Card,8.5
FD-00530,2025-11-04 18:25:00,Riyadh,Member,Snack,Asian,Najd Kitchen,1,29.35,5.56,36.93,49,Credit Card,7.8
FD-00531,2025-01-13 21:24:00,Riyadh,Member,Dinner,American,Wok Express,1,30.49,10.96,49.64,22,Credit Card,8.1
FD-00532,2025-11-08 22:11:00,Dammam,Member,Dinner,Healthy,Urban Bites,3,92.55,4.91,104.22,27,Cash,9.0
FD-00533,2025-12-21 16:53:00,Riyadh,Normal,Snack,Saudi,Daily Dish,8,107.01,11.94,117.85,35,E-Wallet,8.6
FD-00534,2025-09-03 15:07:00,Jeddah,Normal,Lunch,Saudi,Family Grill,8,278.08,6.28,284.75,39,E-Wallet,9.0
FD-00535,2025-01-06 09:31:00,Jeddah,Member,Breakfast,American,Wok Express,4,131.29,6.93,141.03,51,E-Wallet,7.4
FD-00536,2025-08-14 17:32:00,Jeddah,Normal,Snack,Saudi,Taste of Jeddah,3,96.98,6.83,108.86,36,E-Wallet,8.6
FD-00537,2025-10-27 14:07:00,Riyadh,Member,Lunch,American,Pasta House,6,209.24,8.78,216.51,50,Credit Card,8.9
FD-00538,2025-11-20 13:50:00,Jeddah,Member,Lunch,American,Urban Bites,1,42.51,10.63,63.23,46,Credit Card,6.7
FD-00539,2025-03-31 20:47:00,Dammam,Member,Dinner,Healthy,Urban Bites,3,47.73,13.9,60.23,39,Cash,9.0
FD-00540,2025-04-14 20:32:00,Jeddah,Normal,Dinner,Italian,Daily Dish,6,202.67,9.8,209.77,38,E-Wallet,6.8
FD-00541,2025-10-25 15:28:00,Makkah,Normal,Lunch,Saudi,Green Bowl,4,203.9,5.25,215.76,28,Credit Card,9.2
FD-00542,2025-08-14 19:58:00,Makkah,Normal,Dinner,American,Wok Express,8,208.58,7.13,214.76,23,Credit Card,8.9
FD-00543,2025-08-02 17:39:00,Riyadh,Member,Snack,American,Pasta House,3,96.78,13.13,119.82,31,Credit Card,8.1
FD-00544,2025-09-21 18:56:00,Khobar,Member,Dinner,Asian,Rice & Spice,3,121.11,3.54,123.6,50,E-Wallet,8.1
FD-00545,2025-01-09 13:56:00,Riyadh,Normal,Lunch,Asian,Najd Kitchen,2,47.82,5.12,49.79,39,Cash,9.0
FD-00546,2025-03-22 18:57:00,Dammam,Normal,Dinner,Saudi,Pasta House,5,90.11,4.82,101.43,43,E-Wallet,8.0
FD-00547,2025-01-26 20:24:00,Dammam,Normal,Dinner,American,Family Grill,1,50.45,12.56,63.77,46,Credit Card,8.2
FD-00548,2025-07-20 16:14:00,Jeddah,Member,Snack,Italian,Wok Express,6,74.32,4.44,84.29,31,E-Wallet,9.7
FD-00549,2025-12-16 09:23:00,Jeddah,Member,Breakfast,Healthy,Najd Kitchen,1,22.64,14.01,34.8,27,Cash,8.4
FD-00550,2025-04-21 21:32:00,Riyadh,Normal,Dinner,Italian,Urban Bites,5,210.87,13.22,218.73,36,Credit Card,8.3
FD-00551,2025-09-03 15:13:00,Jeddah,Member,Lunch,American,Rice & Spice,5,146.79,13.63,158.59,37,Credit Card,9.3
FD-00552,2025-08-09 18:44:00,Riyadh,Member,Dinner,Healthy,Taste of Jeddah,2,58.03,13.57,73.78,23,E-Wallet,9.6
FD-00553,2025-03-15 09:57:00,Khobar,Member,Breakfast,Saudi,Burger Hub,8,167.55,10.93,173.88,15,Cash,10.0
FD-00554,2025-09-12 14:57:00,Riyadh,Member,Lunch,Saudi,Daily Dish,5,155.97,5.29,153.44,33,E-Wallet,7.8
FD-00555,2025-01-05 19:42:00,Jeddah,Member,Dinner,Asian,Daily Dish,1,30.3,8.63,40.64,33,Cash,8.2
FD-00556,2025-06-04 08:18:00,Jeddah,Member,Breakfast,American,Daily Dish,2,55.15,8.58,51.62,25,Credit Card,8.6
FD-00557,2025-04-15 10:34:00,Riyadh,Normal,Breakfast,Saudi,Family Grill,1,37.79,11.04,43.12,37,Credit Card,7.5
FD-00558,2025-11-03 22:39:00,Jeddah,Member,Dinner,Saudi,Burger Hub,5,89.99,9.19,95.53,39,Cash,7.9
FD-00559,2025-02-03 19:52:00,Makkah,Normal,Dinner,Italian,Daily Dish,4,114.08,12.95,123.64,24,Cash,9.0
FD-00560,2025-12-27 13:16:00,Riyadh,Member,Lunch,Saudi,Wok Express,6,112.72,7.68,116.72,47,Credit Card,7.2
FD-00561,2025-07-11 14:50:00,Khobar,Member,Lunch,Healthy,Wok Express,5,107.74,4.95,112.16,34,E-Wallet,7.7
FD-00562,2025-09-13 10:25:00,Riyadh,Member,Breakfast,Italian,Rice & Spice,6,205.29,12.95,213.91,51,E-Wallet,8.0
FD-00563,2025-07-23 12:04:00,Dammam,Member,Lunch,Saudi,Urban Bites,6,151.97,11.32,172.51,23,E-Wallet,8.1
FD-00564,2025-07-29 18:50:00,Khobar,Normal,Dinner,Saudi,Urban Bites,3,152.2,13.15,162.5,50,E-Wallet,7.4
FD-00565,2025-03-28 22:43:00,Khobar,Normal,Dinner,American,Daily Dish,1,35.56,14.25,49.23,32,Credit Card,7.6
FD-00566,2025-07-10 15:52:00,Makkah,Member,Lunch,American,Rice & Spice,8,190.33,14.79,207.48,39,Cash,7.3
FD-00567,2025-12-17 08:29:00,Riyadh,Member,Breakfast,Asian,Pasta House,8,291.58,6.21,297.95,17,E-Wallet,8.2
FD-00568,2025-01-16 13:08:00,Dammam,Normal,Lunch,Saudi,Green Bowl,2,34.86,6.2,39.15,33,E-Wallet,7.8
FD-00569,2025-11-15 20:35:00,Riyadh,Member,Dinner,Saudi,Burger Hub,1,18.37,6.58,28.72,38,E-Wallet,8.5
FD-00570,2025-01-03 17:28:00,Makkah,Normal,Snack,Asian,Daily Dish,2,54.79,10.87,65.15,32,E-Wallet,8.1
FD-00571,2025-05-18 21:23:00,Dammam,Member,Dinner,Saudi,Burger Hub,3,94.2,8.78,94.14,41,Cash,7.9
FD-00572,2025-12-07 13:45:00,Makkah,Member,Lunch,Saudi,Pasta House,2,54.37,8.88,64.99,29,Credit Card,8.7
FD-00573,2025-01-31 20:23:00,Jeddah,Member,Dinner,Healthy,Najd Kitchen,6,102.16,6.21,110.47,39,Cash,8.6
FD-00574,2025-05-28 19:59:00,Riyadh,Member,Dinner,Asian,Family Grill,7,157.9,9.03,166.01,40,Credit Card,9.7
FD-00575,2025-08-12 12:47:00,Makkah,Member,Lunch,American,Najd Kitchen,4,164.15,11.31,177.58,40,Cash,8.4
FD-00576,2025-10-26 14:24:00,Jeddah,Normal,Lunch,American,Burger Hub,8,269.58,4.79,272.55,27,Cash,10.0
FD-00577,2025-03-25 19:41:00,Jeddah,Normal,Dinner,Italian,Urban Bites,3,84.79,4.99,90.15,37,Cash,7.8
FD-00578,2025-07-15 14:32:00,Riyadh,Normal,Lunch,Saudi,Green Bowl,6,265.22,4.25,270.89,18,Credit Card,9.8
FD-00579,2025-09-17 16:32:00,Riyadh,Normal,Snack,Asian,Daily Dish,5,170.51,14.13,176.81,50,Credit Card,8.4
FD-00580,2025-10-22 13:27:00,Riyadh,Member,Lunch,American,Taste of Jeddah,2,52.77,12.26,69.49,41,Credit Card,6.7
FD-00581,2025-09-22 21:47:00,Riyadh,Normal,Dinner,Saudi,Najd Kitchen,1,42.49,7.21,45.24,50,E-Wallet,7.1
FD-00582,2025-05-27 14:54:00,Dammam,Normal,Lunch,Saudi,Wok Express,6,304.06,14.86,315.85,28,E-Wallet,7.8
FD-00583,2025-05-29 12:33:00,Dammam,Normal,Lunch,Saudi,Urban Bites,2,39.21,9.26,46.32,20,Cash,9.6
FD-00584,2025-01-27 14:46:00,Khobar,Normal,Lunch,Healthy,Daily Dish,7,101.79,11.21,111.75,21,Cash,9.4
FD-00585,2025-06-15 09:01:00,Dammam,Normal,Breakfast,Saudi,Taste of Jeddah,3,83.04,13.71,95.28,39,E-Wallet,7.5
FD-00586,2025-01-08 17:05:00,Khobar,Normal,Snack,Italian,Pasta House,2,27.99,13.99,43.27,32,E-Wallet,8.8
FD-00587,2025-11-07 08:53:00,Riyadh,Normal,Breakfast,Asian,Wok Express,1,40.66,13.63,53.09,38,E-Wallet,9.4
FD-00588,2025-11-13 08:47:00,Riyadh,Member,Breakfast,Asian,Family Grill,5,165.54,11.64,174.57,52,E-Wallet,8.3
FD-00589,2025-05-22 10:48:00,Dammam,Normal,Breakfast,Italian,Taste of Jeddah,7,153.11,9.27,153.89,26,Credit Card,9.1
FD-00590,2025-03-15 09:24:00,Khobar,Normal,Breakfast,Asian,Taste of Jeddah,8,112.27,9.33,126.35,33,Credit Card,8.4
FD-00591,2025-10-06 14:43:00,Khobar,Member,Lunch,American,Najd Kitchen,8,172.54,11.58,180.17,32,E-Wallet,8.8
